Date,Transect,Meter,habitat.type,bare.ground,rock,gr.lf.gram,gr.lf.forbs,seed,br.lf.gram,br.lf.forbs,gr.stem.gram,gr.stem.forbs,br.stem.gram,br.stem.forbs,shrub.green,shrub.brown,height,ht.cat
4/11/2015,14,4,shrubland,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,14,5,shrubland,0,0,0,0,0,2,0,0,0,0,1,0,0,8.3,forb
4/11/2015,14,6,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,14,7,shrubland,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,14,8,shrubland,0,0,0,0,0,3,0,0,0,0,0,0,0,2.6,grass
4/11/2015,14,9,shrubland,0,0,0,0,0,0,0,0,0,0,2,0,0,8.9,forb
4/11/2015,14,10,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,14,11,shrubland,0,0,0,0,0,3,0,0,0,1,0,0,0,3.7,grass
4/11/2015,14,12,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,14,13,shrubland,0,0,0,3,0,1,2,0,0,0,0,0,0,4.2,forb
4/11/2015,14,14,shrubland,0,0,0,0,0,6,0,0,0,0,1,0,0,3.4,grass
4/11/2015,14,15,shrubland,0,0,0,2,0,0,1,0,0,0,1,0,0,3.1,forb
4/11/2015,14,16,shrubland,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,14,17,shrubland,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,forb
4/11/2015,14,18,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,14,19,shrubland,0,0,0,0,1,2,1,0,0,0,0,0,0,5.6,grass
4/11/2015,14,20,shrubland,0,0,0,0,0,7,0,0,0,0,2,0,0,3,grass
4/11/2015,14,21,shrubland,0,0,0,0,0,4,0,0,0,0,0,0,0,1.9,grass
4/11/2015,14,22,shrubland,0,0,0,0,0,2,0,0,0,0,3,0,0,2.1,grass
4/11/2015,14,23,shrubland,0,0,0,0,0,0,2,0,0,0,1,0,0,2.2,forb
4/11/2015,14,24,shrubland,0,0,0,0,0,8,5,0,0,0,2,0,0,9.8,grass
4/11/2015,14,25,shrubland,0,0,0,0,1,4,1,0,0,0,0,0,0,1.8,grass
4/11/2015,28,1,shrubland,0,0,1,0,0,3,0,0,0,0,3,0,0,3.5,forb
4/11/2015,28,2,shrubland,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,28,3,shrubland,0,0,0,0,0,2,1,0,0,0,0,0,0,0.8,grass
4/11/2015,28,4,shrubland,0,0,0,0,1,7,0,0,0,0,0,0,0,2.6,grass
4/11/2015,28,5,shrubland,0,0,0,0,0,5,0,0,0,1,0,0,0,4.8,grass
4/11/2015,28,6,shrubland,0,0,0,0,0,9,0,0,1,0,1,0,0,19.1,forb
4/11/2015,28,7,shrubland,0,0,0,0,0,0,1,0,0,0,0,0,0,4.8,forb
4/11/2015,28,8,shrubland,0,0,0,0,0,0,1,0,0,1,0,0,0,5.8,forb
4/11/2015,28,9,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,28,10,shrubland,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,28,11,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,28,12,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,28,13,shrubland,0,0,0,0,0,0,1,0,0,0,0,0,0,1.2,forb
4/11/2015,28,14,shrubland,0,0,0,0,0,0,3,0,0,0,0,0,0,1.3,forb
4/11/2015,28,15,shrubland,0,0,0,2,0,0,2,0,0,0,1,0,0,2,forb
4/11/2015,28,16,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,28,17,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,28,18,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,28,19,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,28,20,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,28,21,shrubland,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5,forb
4/11/2015,28,22,shrubland,0,0,0,0,0,3,0,0,0,1,0,0,0,1.5,grass
4/11/2015,28,23,shrubland,0,0,0,0,0,2,0,0,0,0,0,0,0,1.6,grass
4/11/2015,28,24,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
4/11/2015,28,25,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,1,1,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,1,2,grassland,0,0,0,6,0,0,0,0,2,0,0,0,0,0.9,forb
5/11/2015,1,3,grassland,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6,forb
5/11/2015,1,4,grassland,0,0,1,0,0,0,0,0,0,0,1,0,0,1.9,forb
5/11/2015,1,5,grassland,0,0,5,3,0,35,0,0,0,0,0,0,0,9.6,forb
5/11/2015,1,6,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,1,7,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,1,8,grassland,0,0,0,2,0,0,0,0,0,0,0,0,0,1.2,forb
5/11/2015,1,9,grassland,0,0,0,0,0,2,0,0,0,0,0,0,0,1.1,grass
5/11/2015,1,10,grassland,0,0,1,0,0,0,0,1,0,0,0,0,0,2.4,grass
5/11/2015,1,11,grassland,0,0,2,0,0,0,0,0,0,0,0,0,0,2,grass
5/11/2015,1,12,grassland,0,0,2,0,0,8,0,0,0,0,0,0,0,2.4,grass
5/11/2015,1,13,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,1,14,grassland,0,0,0,2,0,0,0,0,1,0,0,0,0,1,forb
5/11/2015,1,15,grassland,0,0,0,14,0,0,0,0,1,0,1,0,0,4.8,forb
5/11/2015,1,16,grassland,0,0,0,0,0,3,0,0,0,1,0,0,0,1.3,grass
5/11/2015,1,17,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,1,18,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,1,19,grassland,0,0,1,0,0,2,0,0,0,0,0,0,0,1.8,grass
5/11/2015,1,20,grassland,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,1,21,grassland,0,0,9,0,0,6,0,2,0,0,0,0,0,2.5,grass
5/11/2015,1,22,grassland,0,0,0,0,0,0,2,0,0,0,13,0,0,9.6,forb
5/11/2015,1,23,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,1,24,grassland,0,0,0,0,0,0,0,0,0,0,2,0,0,1.4,forb
5/11/2015,1,25,grassland,0,0,2,0,0,5,0,0,0,0,0,0,0,2,grass
5/11/2015,10,1,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,10,2,shrubland,0,0,0,0,0,4,0,0,0,0,1,0,0,0.8,grass
5/11/2015,10,3,shrubland,0,0,2,0,0,1,0,1,0,0,0,0,0,2,grass
5/11/2015,10,4,shrubland,0,0,9,0,1,3,0,0,0,0,0,0,0,2.1,grass
5/11/2015,10,5,shrubland,0,0,2,0,0,1,0,0,0,0,0,0,0,1.4,grass
5/11/2015,10,6,shrubland,0,0,9,0,0,4,0,0,0,0,0,0,0,2.3,grass
5/11/2015,10,7,shrubland,0,0,10,4,0,4,0,1,1,0,0,0,0,2.8,grass
5/11/2015,10,8,shrubland,0,0,4,0,0,9,0,0,0,0,0,0,0,3.2,grass
5/11/2015,10,9,shrubland,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,grass
5/11/2015,10,10,shrubland,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,10,11,shrubland,0,0,0,12,0,0,0,0,3,0,0,0,0,3.2,forb
5/11/2015,10,12,shrubland,0,0,4,0,0,25,0,1,0,1,0,3,0,13.5,grass
5/11/2015,10,13,shrubland,0,0,1,1,0,1,0,0,0,0,0,0,0,7.2,grass
5/11/2015,10,14,shrubland,0,0,0,4,0,3,0,0,1,0,0,0,0,1.6,grass
5/11/2015,10,15,shrubland,0,0,2,0,0,3,0,0,0,1,1,0,0,1.7,grass
5/11/2015,10,16,shrubland,0,0,3,1,0,0,0,0,0,0,0,0,0,2.8,grass
5/11/2015,10,17,shrubland,0,0,2,0,0,4,0,1,0,0,0,0,0,2.6,grass
5/11/2015,10,18,shrubland,0,0,3,0,0,1,0,1,0,0,0,0,0,2.5,grass
5/11/2015,10,19,shrubland,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7,grass
5/11/2015,10,20,shrubland,0,0,2,0,0,0,0,0,1,0,0,0,0,7.2,forb
5/11/2015,10,21,shrubland,0,0,0,1,0,2,0,0,0,0,0,0,0,1.6,forb
5/11/2015,10,22,shrubland,0,0,3,1,0,6,0,0,0,0,2,0,0,3.2,grass
5/11/2015,10,23,shrubland,0,0,0,0,0,2,0,0,0,0,0,0,0,0.2,grass
5/11/2015,10,24,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,10,25,shrubland,0,0,0,1,0,0,0,0,0,0,1,0,0,1.2,forb
5/11/2015,16,1,grassland,0,0,4,0,0,11,0,1,0,0,0,0,0,1.8,grass
5/11/2015,16,2,grassland,0,0,1,0,0,5,0,0,0,0,0,0,0,1.3,grass
5/11/2015,16,3,grassland,0,0,2,0,0,6,0,1,0,1,0,0,0,1.2,grass
5/11/2015,16,4,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,16,5,grassland,0,0,2,0,0,0,0,0,0,0,2,0,0,2.4,grass
5/11/2015,16,6,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,16,7,grassland,0,0,4,0,0,1,0,0,0,0,0,0,0,1.5,grass
5/11/2015,16,8,grassland,0,0,0,7,0,0,0,0,1,0,0,0,0,2.2,forb
5/11/2015,16,9,grassland,0,0,0,0,0,2,0,0,0,0,0,0,0,1.6,grass
5/11/2015,16,10,grassland,0,0,0,5,0,2,0,0,1,0,0,0,0,1.6,forb
5/11/2015,16,11,grassland,0,0,0,0,0,6,0,0,0,0,1,0,0,1.9,grass
5/11/2015,16,12,grassland,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8,grass
5/11/2015,16,13,grassland,0,0,2,0,0,3,0,0,0,0,0,0,0,1.5,grass
5/11/2015,16,14,grassland,0,0,0,0,0,0,0,0,0,0,3,0,0,0,forb
5/11/2015,16,15,grassland,0,0,3,0,0,8,0,0,0,0,0,0,0,1.8,grass
5/11/2015,16,16,grassland,0,0,2,0,0,10,0,1,0,0,1,0,0,1.3,grass
5/11/2015,16,17,grassland,0,0,3,0,0,4,0,1,0,0,0,0,0,2.7,grass
5/11/2015,16,18,grassland,0,0,6,0,0,3,0,2,0,0,0,0,0,1.4,grass
5/11/2015,16,19,grassland,0,0,0,0,0,3,0,0,0,0,0,0,0,1.8,grass
5/11/2015,16,20,grassland,0,0,1,0,0,9,0,0,0,0,0,0,0,1.5,grass
5/11/2015,16,21,grassland,0,0,0,3,0,0,0,0,18,0,0,0,0,0.7,forb
5/11/2015,16,22,grassland,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,forb
5/11/2015,16,23,grassland,0,0,16,0,0,3,0,1,0,1,0,0,0,1.5,grass
5/11/2015,16,24,grassland,0,0,0,0,0,1,0,0,0,0,1,0,0,0.3,grass
5/11/2015,16,25,grassland,0,0,0,0,0,3,0,0,0,0,0,0,0,1,grass
5/11/2015,17,1,grassland,0,0,3,0,0,9,0,0,0,1,0,0,0,2.8,grass
5/11/2015,17,2,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,17,3,grassland,0,0,0,0,0,4,0,0,0,0,2,0,0,3.1,grass
5/11/2015,17,4,grassland,0,0,0,0,0,7,0,0,0,0,0,0,0,1.5,grass
5/11/2015,17,5,grassland,0,0,2,0,1,15,0,0,0,0,0,0,0,3.7,grass
5/11/2015,17,6,grassland,0,0,4,0,0,27,0,0,0,0,0,0,0,3.4,grass
5/11/2015,17,7,grassland,0,0,2,0,0,19,0,0,0,1,0,0,0,3.3,grass
5/11/2015,17,8,grassland,0,0,3,0,0,23,0,0,0,2,0,0,0,4.2,grass
5/11/2015,17,9,grassland,0,0,10,0,0,5,0,1,0,0,0,0,0,4.1,grass
5/11/2015,17,10,grassland,0,0,2,0,0,14,0,0,0,0,0,0,0,3.4,grass
5/11/2015,17,11,grassland,0,0,0,4,0,0,0,0,2,0,0,0,0,2.5,forb
5/11/2015,17,12,grassland,0,0,1,0,0,17,0,0,0,0,0,0,0,2,grass
5/11/2015,17,13,grassland,0,0,0,1,0,12,0,0,0,0,0,0,0,2.1,forb
5/11/2015,17,14,grassland,0,0,0,0,0,5,1,0,0,0,1,0,0,1.8,grass
5/11/2015,17,15,grassland,0,0,8,0,0,32,0,1,0,2,0,0,0,3.9,grass
5/11/2015,17,16,grassland,0,0,1,0,0,20,0,0,0,0,0,0,0,4,grass
5/11/2015,17,17,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,17,18,grassland,0,0,2,0,0,16,0,0,0,0,0,0,0,3.7,grass
5/11/2015,17,19,grassland,0,0,4,0,0,9,0,1,0,0,0,0,0,1.6,grass
5/11/2015,17,20,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,17,21,grassland,0,0,0,0,0,8,0,0,0,0,0,0,0,1.2,grass
5/11/2015,17,22,grassland,0,0,0,0,0,2,0,0,0,0,0,0,0,1.1,grass
5/11/2015,17,23,grassland,0,0,3,0,0,6,0,0,0,0,0,0,0,2.3,grass
5/11/2015,17,24,grassland,0,0,0,0,0,10,0,0,0,0,0,0,0,2.5,grass
5/11/2015,17,25,grassland,0,0,0,0,0,4,0,0,0,0,0,0,0,1.7,grass
5/11/2015,18,1,grassland,0,0,0,1,0,2,0,0,0,0,0,0,0,1.6,grass
5/11/2015,18,2,grassland,0,0,0,0,0,12,0,0,0,0,0,0,0,1.2,grass
5/11/2015,18,3,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,18,4,grassland,0,0,3,0,0,6,0,1,0,1,0,0,0,1.4,grass
5/11/2015,18,5,grassland,0,0,1,3,0,5,0,0,0,0,0,0,0,2,grass
5/11/2015,18,6,grassland,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9,grass
5/11/2015,18,7,grassland,0,0,3,0,0,2,0,0,0,1,0,0,0,1.2,grass
5/11/2015,18,8,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,18,9,grassland,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2,forb
5/11/2015,18,10,grassland,0,0,1,0,0,0,0,1,0,0,0,0,0,1.6,grass
5/11/2015,18,11,grassland,0,0,3,1,0,4,0,1,0,0,0,0,0,1.6,grass
5/11/2015,18,12,grassland,0,0,2,1,0,1,0,0,0,0,0,0,0,1.5,forb
5/11/2015,18,13,grassland,0,0,1,0,0,2,0,0,0,0,0,0,0,1,grass
5/11/2015,18,14,grassland,0,0,1,0,0,0,0,0,0,0,0,0,0,1.8,grass
5/11/2015,18,15,grassland,0,0,0,0,0,0,0,0,0,0,2,0,0,1.4,forb
5/11/2015,18,16,grassland,0,0,2,1,0,6,0,0,0,0,0,0,0,2.2,grass
5/11/2015,18,17,grassland,0,0,0,0,0,2,0,0,0,0,0,0,0,1.8,grass
5/11/2015,18,18,grassland,0,0,0,3,0,0,0,0,0,0,1,0,0,2.5,forb
5/11/2015,18,19,grassland,0,0,0,0,0,2,0,0,0,0,1,0,0,1.8,grass
5/11/2015,18,20,grassland,0,0,0,0,0,0,0,0,0,0,2,0,0,0.8,forb
5/11/2015,18,21,grassland,0,0,0,0,0,6,0,0,0,0,0,0,0,1.5,grass
5/11/2015,18,22,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,18,23,grassland,0,0,1,0,0,1,0,0,0,0,1,0,0,2.5,grass
5/11/2015,18,24,grassland,0,0,2,4,0,0,0,0,1,0,0,0,0,1.8,grass
5/11/2015,18,25,grassland,0,0,0,0,0,8,0,0,0,0,0,0,0,2,grass
5/11/2015,24,1,shrubland,0,0,2,0,0,0,0,0,0,0,0,0,0,2.5,grass
5/11/2015,24,2,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,24,3,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,24,4,shrubland,0,0,0,3,0,0,0,0,3,0,0,0,0,0.8,forb
5/11/2015,24,5,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,24,6,shrubland,0,0,0,0,0,36,0,0,0,2,0,0,0,5,grass
5/11/2015,24,7,shrubland,0,0,0,5,0,8,0,0,0,0,1,0,0,7.4,forb
5/11/2015,24,8,shrubland,0,0,0,4,0,4,0,1,0,1,0,0,0,3.8,grass
5/11/2015,24,9,shrubland,0,0,0,2,0,2,4,0,1,0,0,0,0,3.5,forb
5/11/2015,24,10,shrubland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/11/2015,24,11,shrubland,0,0,0,0,0,0,0,0,0,0,1,0,0,0,forb
5/11/2015,24,12,shrubland,0,0,0,6,0,0,0,0,0,0,1,0,0,2.5,grass
5/11/2015,24,13,shrubland,0,0,0,15,0,2,2,0,0,0,0,0,0,5.2,forb
5/11/2015,24,14,shrubland,0,0,0,3,0,4,0,0,0,0,0,0,0,6.7,grass
5/11/2015,24,15,shrubland,0,0,0,3,0,0,1,0,0,0,6,3,0,18.4,forb
5/11/2015,24,16,shrubland,0,0,0,16,0,13,0,0,0,0,1,0,2,32.4,forb
5/11/2015,24,17,shrubland,0,0,0,1,0,12,0,0,0,0,0,0,2,13.2,grass
5/11/2015,24,18,shrubland,0,0,3,6,0,22,0,0,1,0,0,3,0,13.5,grass
5/11/2015,24,19,shrubland,0,0,3,0,0,9,0,0,0,0,0,0,0,10.6,grass
5/11/2015,24,20,shrubland,0,0,2,1,0,3,0,0,0,0,1,2,1,9.8,grass
5/11/2015,24,21,shrubland,0,0,4,1,0,16,0,0,0,0,0,0,0,11.1,grass
5/11/2015,24,22,shrubland,0,0,3,0,0,37,0,0,0,0,0,0,0,7.8,grass
5/11/2015,24,23,shrubland,0,0,2,4,0,5,0,0,0,0,0,0,1,7.5,grass
5/11/2015,24,24,shrubland,0,0,1,3,0,2,0,0,1,0,0,2,0,8.6,forb
5/11/2015,24,25,shrubland,0,0,6,1,0,18,0,0,0,0,0,0,5,13.1,grass
5/12/2015,2,1,forest,0,0,3,0,0,9,0,0,0,0,0,0,0,15.9,grass
5/12/2015,2,2,forest,0,0,5,0,0,15,0,0,0,0,0,0,0,10,grass
5/12/2015,2,3,forest,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8,grass
5/12/2015,2,4,forest,0,0,0,0,0,19,0,0,0,1,0,0,0,5.2,grass
5/12/2015,2,5,forest,0,0,4,0,0,1,0,0,0,0,0,0,0,6.3,grass
5/12/2015,2,6,forest,0,0,2,0,0,10,0,0,0,0,1,0,0,9.4,grass
5/12/2015,2,7,forest,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/12/2015,2,8,forest,0,0,0,0,0,3,0,0,0,0,0,0,0,0.6,grass
5/12/2015,2,9,forest,0,0,3,0,0,12,0,0,0,0,0,0,0,3,grass
5/12/2015,2,10,forest,0,0,0,0,0,2,0,0,0,0,0,0,0,21,grass
5/12/2015,2,11,forest,0,0,4,0,0,6,0,1,0,1,0,0,0,4.2,grass
5/12/2015,2,12,forest,0,0,0,1,0,0,0,0,0,0,2,0,1,7,forb
5/12/2015,2,13,forest,0,0,0,1,0,15,0,0,0,0,0,0,0,5.4,forb
5/12/2015,2,14,forest,0,0,0,0,0,0,1,0,0,0,2,0,0,1.6,forb
5/12/2015,2,15,forest,0,0,0,1,0,0,0,0,1,0,1,0,0,6.9,forb
5/12/2015,2,16,forest,0,0,3,0,0,8,0,1,0,0,0,1,0,12.1,grass
5/12/2015,2,17,forest,0,0,0,1,0,0,0,0,0,0,0,0,0,6.4,forb
5/12/2015,2,18,forest,0,0,0,2,0,12,0,0,1,0,1,0,0,6.3,forb
5/12/2015,2,19,forest,0,0,0,1,0,0,0,0,0,0,1,0,0,2,forb
5/12/2015,2,20,forest,0,0,0,0,0,0,1,0,0,0,1,0,0,2.6,forb
5/12/2015,2,21,forest,0,0,0,0,0,1,0,0,0,0,3,0,0,3.5,forb
5/12/2015,2,22,forest,0,0,0,1,0,20,0,0,0,0,3,0,0,5.8,forb
5/12/2015,2,23,forest,0,0,0,0,0,0,1,0,0,0,2,0,0,3.8,forb
5/12/2015,2,24,forest,0,0,0,1,0,0,1,0,1,0,4,0,0,6.5,forb
5/12/2015,2,25,forest,0,0,0,0,0,0,0,0,0,0,1,0,0,1.1,forb
5/12/2015,3,1,grassland,0,0,2,6,0,3,0,2,0,0,0,0,0,3,grass
5/12/2015,3,2,grassland,0,0,0,0,0,16,0,0,0,1,0,0,0,10.6,grass
5/12/2015,3,3,grassland,0,0,0,0,0,50,0,0,0,3,0,0,0,11,grass
5/12/2015,3,4,grassland,0,0,3,0,0,0,0,1,0,0,0,0,0,1.3,grass
5/12/2015,3,5,grassland,0,0,6,0,0,26,0,0,0,0,0,0,0,18.7,grass
5/12/2015,3,6,grassland,0,0,3,0,0,29,0,0,0,0,0,0,0,26.8,grass
5/12/2015,3,7,grassland,0,0,0,0,0,5,0,0,0,0,1,0,0,13.5,grass
5/12/2015,3,8,grassland,0,0,6,0,0,9,0,1,0,0,0,0,0,3.8,grass
5/12/2015,3,9,grassland,0,0,1,0,0,42,0,0,0,2,0,0,0,13.6,grass
5/12/2015,3,10,grassland,0,0,9,2,0,60,0,1,1,3,0,0,0,21,grass
5/12/2015,3,11,grassland,0,0,0,0,0,28,0,0,2,0,0,0,0,11,grass
5/12/2015,3,12,grassland,0,0,0,0,0,9,0,0,0,0,0,0,0,8.1,grass
5/12/2015,3,13,grassland,0,0,0,1,0,13,0,0,0,0,0,0,0,7.5,grass
5/12/2015,3,14,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/12/2015,3,15,grassland,0,0,3,0,0,12,0,0,0,0,0,0,0,13.3,grass
5/12/2015,3,16,grassland,0,0,0,0,0,0,0,0,0,0,1,0,0,0,forb
5/12/2015,3,17,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/12/2015,3,18,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/12/2015,3,19,grassland,0,0,2,0,0,15,0,0,0,0,0,0,0,4.3,grass
5/12/2015,3,20,grassland,0,0,2,0,0,9,0,0,0,0,1,0,0,9.5,grass
5/12/2015,3,21,grassland,0,0,1,0,0,32,0,0,0,0,0,0,0,5.4,grass
5/12/2015,3,22,grassland,0,0,3,2,0,0,0,1,1,0,0,0,0,2,grass
5/12/2015,3,23,grassland,0,0,3,1,0,6,0,1,0,0,0,0,0,5.6,grass
5/12/2015,3,24,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/12/2015,3,25,grassland,0,0,3,0,0,20,0,0,0,0,0,0,0,17.8,grass
5/12/2015,4,1,grassland,0,0,0,0,0,3,0,0,0,0,0,0,0,3.8,grass
5/12/2015,4,2,grassland,0,0,0,0,0,0,0,0,0,0,2,0,0,2,forb
5/12/2015,4,3,grassland,0,0,0,12,0,0,0,0,1,0,1,0,0,6.1,forb
5/12/2015,4,4,grassland,0,0,0,3,0,2,0,0,0,0,0,0,0,1.8,forb
5/12/2015,4,5,grassland,0,0,3,1,0,8,0,0,0,0,0,0,0,9.8,grass
5/12/2015,4,6,grassland,0,0,0,2,0,4,0,0,0,0,0,0,0,4.6,grass
5/12/2015,4,7,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/12/2015,4,8,grassland,0,0,1,4,0,28,0,0,2,0,0,0,0,7.2,grass
5/12/2015,4,9,grassland,0,0,7,2,0,15,0,1,0,1,0,0,0,4.7,grass
5/12/2015,4,10,grassland,0,0,0,4,0,4,0,0,1,0,1,0,0,4.8,forb
5/12/2015,4,11,grassland,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,grass
5/12/2015,4,12,grassland,0,0,1,0,0,8,0,0,0,0,0,0,0,8.8,grass
5/12/2015,4,13,grassland,0,0,2,0,0,18,0,0,0,0,0,0,0,3.7,grass
5/12/2015,4,14,grassland,0,0,1,2,0,26,0,0,0,2,0,0,0,5.4,grass
5/12/2015,4,15,grassland,0,0,2,0,0,18,0,0,0,0,0,0,0,12.6,grass
5/12/2015,4,16,grassland,0,0,4,2,0,40,0,0,1,0,0,0,0,13,grass
5/12/2015,4,17,grassland,0,0,2,0,0,5,0,0,0,0,0,0,0,9.5,grass
5/12/2015,4,18,grassland,0,0,3,0,0,27,0,0,0,0,0,0,0,17.2,grass
5/12/2015,4,19,grassland,0,0,2,0,0,30,0,0,0,0,0,0,0,16.4,grass
5/12/2015,4,20,grassland,0,0,5,0,0,16,0,1,0,1,1,0,0,20.3,grass
5/12/2015,4,21,grassland,0,0,0,10,0,15,0,0,2,0,0,0,0,20,grass
5/12/2015,4,22,grassland,0,0,2,0,0,16,0,0,0,0,0,0,0,11,grass
5/12/2015,4,23,grassland,0,0,0,0,0,4,0,0,0,0,0,0,0,11.2,grass
5/12/2015,4,24,grassland,0,0,2,3,0,18,0,0,1,0,0,0,0,9.8,grass
5/12/2015,4,25,grassland,0,0,5,0,0,40,0,0,0,3,0,0,0,8.2,grass
5/12/2015,5,1,grassland,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
5/12/2015,5,2,grassland,0,0,1,2,0,0,0,0,1,0,0,0,0,2,
5/12/2015,5,3,grassland,0,0,0,6,0,0,0,0,0,0,2,0,0,3.8,
5/12/2015,5,4,grassland,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
5/12/2015,5,5,grassland,0,0,1,0,0,0,0,0,0,0,0,0,0,1.3,
5/12/2015,5,6,grassland,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8,
5/12/2015,5,7,grassland,0,0,0,18,0,0,2,0,0,0,2,0,0,5.4,
5/12/2015,5,8,grassland,0,0,1,9,0,2,0,0,0,0,0,0,0,2.4,
5/12/2015,5,9,grassland,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,
5/12/2015,5,10,grassland,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
5/12/2015,5,11,grassland,0,0,0,2,0,5,0,0,0,0,0,0,0,12.2,
5/12/2015,5,12,grassland,0,0,0,20,1,0,0,0,2,0,0,0,0,5.2,
5/12/2015,5,13,grassland,0,0,0,0,0,0,0,0,0,0,2,0,0,1.2,
5/12/2015,5,14,grassland,0,0,1,4,0,0,0,0,1,0,0,0,0,3.8,
5/12/2015,5,15,grassland,0,0,0,0,1,1,0,0,0,0,1,0,0,4.6,
5/12/2015,5,16,grassland,0,0,0,0,0,27,0,0,0,0,0,0,0,23.2,
5/12/2015,5,17,grassland,0,0,0,2,0,0,0,0,1,0,0,0,0,0.2,
5/12/2015,5,18,grassland,0,0,1,0,0,6,0,1,0,0,0,0,0,15.8,
5/12/2015,5,19,grassland,0,0,0,12,0,0,1,0,2,0,0,0,0,2.3,
5/12/2015,5,20,grassland,0,0,0,6,0,0,0,0,1,0,3,0,0,5.2,
